TaxonPath	TaxID	ResolutionSource
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Anoxybacillaceae;Geobacillus;Geobacillus kaustophilus	1220595	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Anoxybacillaceae;Geobacillus;Geobacillus proteiniphilus	860353	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae	186817	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	1386	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus aequororis	1463663	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus haikouensis	1510468	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus nitratireducens	2026193	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus salipaludis	2547811	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus timonensis	1033734	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Cytobacillus	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus firmus	1399	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Fictibacillus	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus halophilus	1610490	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus nanhaiensis	742169	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus phosphorivorans	1221500	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Gottfriedia	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Gottfriedia;Gottfriedia acidiceleris	371036	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Mesobacillus	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Mesobacillus;Mesobacillus thioparans	370439	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus	2675232	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus endophyticus	2738405	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus niacini	86668	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Peribacillus	2675229	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus simplex	1349754	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia	2800373	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia flexa	86664	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Rossellomorea	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Rossellomorea;Rossellomorea vietnamensis	218284	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Sutcliffiella	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Sutcliffiella;Sutcliffiella horikoshii	79883	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae	186818	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Jeotgalibacillus	157226	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Jeotgalibacillus;Jeotgalibacillus malaysiensis	1508404	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae	186822	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus;Aneurinibacillus migulanus	47500	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus	55080	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus formosus	54913	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	44249	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus marinum	1033264	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Xylanibacillus	1975703	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Xylanibacillus;Xylanibacillus composti	1572762	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Sporolactobacillaceae	186821	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;Sporolactobacillus terrae	269673	assignment
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae	90964	source_cache
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus	0	unresolved
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus sciuri	1296	assignment
Bacteria;Bacillati;Bacillota;Bacillota_Incertae_sedis	0	unresolved
Bacteria;Bacillati;Bacillota;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis	0	unresolved
Bacteria;Bacillati;Bacillota;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis	0	unresolved
Bacteria;Bacillati;Bacillota;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Capillibacterium	2820263	source_cache
Bacteria;Bacillati;Bacillota;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Capillibacterium;Capillibacterium thermochitinicola	2699427	source_cache
Bacteria;Bacillati;Bacillota;Clostridia	186801	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Christensenellales	3082768	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Christensenellales;Christensenellaceae	990719	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Christensenellales;Christensenellaceae;Guopingia	2944148	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Christensenellales;Christensenellaceae;Guopingia;Guopingia tenuis	2763656	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales	186802	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae	31979	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium	1485	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium butyricum	1492	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium cavendishii	349931	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium disporicum	84024	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium hydrogeniproducens	702461	assignment
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium hydrogenum	2855764	assignment
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium paraputrificum	29363	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium perfringens	1502	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium quinii	36850	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium saccharoperbutylacetonicum	36745	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium saudiense	1414720	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae	2937910	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Cryptanaerobacter	290184	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Cryptanaerobacter;Cryptanaerobacter phenolicus	238083	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum	191373	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum schinkii	78350	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae	186806	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium	33951	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium;Acetobacterium tundrae	132932	assignment
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae	216572	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio	35829	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio;Acetivibrio saccincola	1677857	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ercella	1649284	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ercella;Ercella succinigenes	1337094	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminiclostridium	1508657	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminiclostridium;Ruminiclostridium papyrosolvens	29362	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcoides	2893095	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcoides;Ruminococcoides bili	2678306	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium	1905344	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans	1550024	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Proteinivoraceae	0	unresolved
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Proteinivoraceae;Alkalicella	0	unresolved
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Proteinivoraceae;Alkalicella;Alkalicella caledoniensis	2731377	assignment
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae	68298	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas	862	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophomonas;Syntrophomonas zehnderi	404335	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales	3085636	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae	186803	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia	572511	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia wexlerae	418240	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus	33042	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus	33043	assignment
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira	0	unresolved
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens	515620	assignment
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia	841	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia faecis	301302	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales	3082720	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae	186804	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Intestinibacter	1505657	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Intestinibacter;Intestinibacter bartlettii	261299	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Romboutsia	1501226	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Romboutsia;Romboutsia ilealis	1115758	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Romboutsia;Romboutsia sedimentorum	1368474	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Romboutsia;Romboutsia timonensis	1776391	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter	1505652	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter mayombei	1541	source_cache
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter petrolearius	1460447	source_cache
Bacteria;Bacillati;Bacillota;Erysipelotrichia	526524	source_cache
Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales	526525	source_cache
Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae	2810281	source_cache
Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae;Turicibacter	191303	source_cache
Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae;Turicibacter;Turicibacter bilis	2735723	source_cache
Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae;Turicibacter;Turicibacter sanguinis	154288	source_cache
Bacteria;Bacillati;Bacillota;Negativicutes	909932	source_cache
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales	909929	source_cache
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae	1843490	source_cache
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa	2375	source_cache
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa;Sporomusa ovata	2378	source_cache
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa;Sporomusa paucivorans	2376	source_cache
Bacteria;Bacillati;Chloroflexota	200795	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae	292625	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Aggregatilineales	2806304	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Aggregatilineales;Aggregatilineaceae	2806305	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Aggregatilineales;Aggregatilineaceae;Aggregatilinea	2806306	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Aggregatilineales;Aggregatilineaceae;Aggregatilinea;Aggregatilinea lenta	913108	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales	292629	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae	292628	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea	233189	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;Anaerolinea thermophila	167964	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Bellilinea	475960	source_cache
Bacteria;Bacillati;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Bellilinea;Bellilinea caldifistulae	360411	source_cache
Bacteria;Bacillati;Chloroflexota;Caldilineae	475962	source_cache
Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales	475963	source_cache
Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Caldilineaceae	475964	source_cache
Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea	233191	source_cache
Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila	133453	source_cache
Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea	1215913	source_cache
Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Caldilineaceae;Litorilinea;Litorilinea aerophila	1204385	source_cache
Bacteria;Bacillati;Chloroflexota;Candidatus Thermofonsia	0	unresolved
Bacteria;Bacillati;Chloroflexota;Candidatus Thermofonsia;Phototrophicales	0	unresolved
Bacteria;Bacillati;Chloroflexota;Candidatus Thermofonsia;Phototrophicales;Phototrophicaceae	0	unresolved
Bacteria;Bacillati;Chloroflexota;Candidatus Thermofonsia;Phototrophicales;Phototrophicaceae;Phototrophicus	0	unresolved
Bacteria;Bacillati;Chloroflexota;Candidatus Thermofonsia;Phototrophicales;Phototrophicaceae;Phototrophicus;Phototrophicus methaneseepsis	2710758	assignment
Bacteria;Bacillati;Chloroflexota;Tepidiformia	0	unresolved
Bacteria;Bacillati;Chloroflexota;Tepidiformia;Tepidiformales	0	unresolved
Bacteria;Bacillati;Chloroflexota;Tepidiformia;Tepidiformales;Tepidiformaceae	0	unresolved
Bacteria;Bacillati;Chloroflexota;Tepidiformia;Tepidiformales;Tepidiformaceae;Tepidiforma	0	unresolved
Bacteria;Bacillati;Chloroflexota;Tepidiformia;Tepidiformales;Tepidiformaceae;Tepidiforma;Tepidiforma bonchosmolovskayae	2601677	assignment
Bacteria;Bacillati;Mycoplasmatota	544448	source_cache
Bacteria;Bacillati;Mycoplasmatota;Mollicutes	31969	source_cache
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales	186329	source_cache
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae	2146	source_cache
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Alteracholeplasma	0	unresolved
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Alteracholeplasma;Alteracholeplasma palmae	38986	assignment
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Mariniplasma	0	unresolved
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Mariniplasma;Mariniplasma anaerobium	2735436	assignment
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Paracholeplasma	2903107	source_cache
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Paracholeplasma;Paracholeplasma morum	264637	assignment
Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Paracholeplasma;Paracholeplasma vituli	69473	source_cache
Bacteria;Bacteria_none	0	unresolved
Bacteria;Bacteria_none;Bacteria_none_none	0	unresolved
Bacteria;Bacteria_none;Bacteria_none_none;Deltaproteobacteria	0	unresolved
Bacteria;Bacteria_none;Bacteria_none_none;Deltaproteobacteria;Bradymonadales	0	unresolved
Bacteria;Bacteria_none;Bacteria_none_none;Deltaproteobacteria;Bradymonadales;Lujinxingiaceae	0	unresolved
Bacteria;Bacteria_none;Bacteria_none_none;Deltaproteobacteria;Bradymonadales;Lujinxingiaceae;Lujinxingia	0	unresolved
Bacteria;Bacteria_none;Bacteria_none_none;Deltaproteobacteria;Bradymonadales;Lujinxingiaceae;Lujinxingia;Lujinxingia vulgaris	0	unresolved
Bacteria;Pseudomonadati	3379134	source_cache
Bacteria;Pseudomonadati;Acidobacteriota	57723	source_cache
Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia	0	unresolved
Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales	0	unresolved
Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae	0	unresolved
Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter	0	unresolved
Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;Stenotrophobacter namibiensis	1603871	assignment
Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;Stenotrophobacter terrae	1458337	assignment
Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Tellurimicrobium	0	unresolved
Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Tellurimicrobium;Tellurimicrobium multivorans	1592105	assignment
Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria	1813735	source_cache
Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales	2910145	source_cache
Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae	2211325	source_cache
Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea	0	unresolved
Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Luteitalea;Luteitalea pratensis	1855912	assignment
Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter	1847386	source_cache
Bacteria;Pseudomonadati;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Vicinamibacter;Vicinamibacter silvestris	1612172	source_cache
Bacteria;Pseudomonadati;Bacteroidota	976	source_cache
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia	200643	source_cache
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales	171549	source_cache
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae	2005520	source_cache
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum	294702	source_cache
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum;Proteiniphilum saccharofermentans	1642647	source_cache
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter alkalilentus	563170	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter;Ferruginibacter profundus	1380048	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavihumibacter	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavihumibacter;Flavihumibacter cheonanensis	1442385	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavipsychrobacter	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavipsychrobacter;Flavipsychrobacter stenotrophus	2077091	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea flava	1892851	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea gansuensis	708199	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea;Flavitalea populi	796384	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Paraflavitalea	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Paraflavitalea;Paraflavitalea devenefica	2716334	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas arctica	1507286	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas soli	2024524	assignment
Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas terrae	1864941	assignment
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus	0	unresolved
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus aquatilis	490186	assignment
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus lacus	2056311	assignment
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus marincola	264027	assignment
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus olei	568072	assignment
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus sanaruensis	1727163	assignment
Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus taiwanensis	1445656	assignment
