SampleID	Depth	RankCode	NodeName	TaxonPath	TaxID	Status	ResolutionSource
Helga-16SrRNA-NCBI	1	D	Bacteria	Bacteria	2	Resolved	source_cache
Helga-16SrRNA-NCBI	2	K	Pseudomonadati	Bacteria;Pseudomonadati	3379134	Resolved	source_cache
Helga-16SrRNA-NCBI	3	P	Pseudomonadota	Bacteria;Pseudomonadati;Pseudomonadota	1224	Resolved	source_cache
Helga-16SrRNA-NCBI	4	C	Betaproteobacteria	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria	28216	Resolved	source_cache
Helga-16SrRNA-NCBI	5	O	Nitrosomonadales	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales	32003	Resolved	source_cache
Helga-16SrRNA-NCBI	6	F	Methylophilaceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae	32011	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Methylobacillus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylobacillus	404	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Methylobacillus flagellatus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylobacillus;Methylobacillus flagellatus	405	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylobacillus glycogenes	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylobacillus;Methylobacillus glycogenes	406	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Methylobacillus arboreus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylobacillus;Methylobacillus arboreus	755170	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylobacillus rhizosphaerae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylobacillus;Methylobacillus rhizosphaerae	551994	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylobacillus methanolivorans	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylobacillus;Methylobacillus methanolivorans	1848927	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Pseudomethylobacillus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Pseudomethylobacillus	2676063	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Pseudomethylobacillus aquaticus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Pseudomethylobacillus;Pseudomethylobacillus aquaticus	2676064	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Methylovorus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus	81682	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Methylovorus glucosotrophus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus;Methylovorus glucosotrophus	266009	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Methylovorus menthalis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus;Methylovorus menthalis	1002227	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Methylovorus mays	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylovorus;Methylovorus mays	184077	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Methylotenera	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera	359407	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Methylotenera mobilis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera;Methylotenera mobilis	583345	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylotenera versatilis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera;Methylotenera versatilis	1055487	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylotenera oryzisoli	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylotenera;Methylotenera oryzisoli	2080758	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Methyloradius	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methyloradius	2872156	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Methyloradius palustris	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methyloradius;Methyloradius palustris	2778876	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Methylophilus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Methylophilus luteus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus luteus	640108	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylophilus methylotrophus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus methylotrophus	17	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylophilus glucosoxydans	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus glucosoxydans	752553	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylophilus aquaticus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus aquaticus	1971610	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylophilus flavus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus flavus	640084	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylophilus rhizosphaerae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus rhizosphaerae	492660	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Methylophilus leisingeri	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;Methylophilus leisingeri	45393	Resolved	assignment
Helga-16SrRNA-NCBI	6	F	Sterolibacteriaceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae	2008793	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Denitratisoma	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma	311181	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Denitratisoma oestradiolicum	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma;Denitratisoma oestradiolicum	311182	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Methyloversatilis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis	378210	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Methyloversatilis discipulorum	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Methyloversatilis;Methyloversatilis discipulorum	1119528	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Georgfuchsia	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Georgfuchsia	690621	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Georgfuchsia toluolica	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Georgfuchsia;Georgfuchsia toluolica	424218	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Sterolibacterium	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium	157591	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Sterolibacterium denitrificans	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium;Sterolibacterium denitrificans	157592	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Sulfurisoma	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sulfurisoma	1499082	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Sulfurisoma sediminicola	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sulfurisoma;Sulfurisoma sediminicola	1381557	Resolved	source_cache
Helga-16SrRNA-NCBI	6	F	Sulfuricellaceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	7	G	Sulfurimicrobium	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfurimicrobium	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Sulfurimicrobium lacus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfurimicrobium;Sulfurimicrobium lacus	2715678	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Sulfuricella	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuricella	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Sulfuricella denitrificans	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuricella;Sulfuricella denitrificans	1163617	Resolved	assignment
Helga-16SrRNA-NCBI	6	F	Nitrosomonadaceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	7	G	Nitrosospira	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Nitrosospira multiformis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira multiformis	1231	Resolved	assignment
Helga-16SrRNA-NCBI	6	F	Usitatibacteraceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Usitatibacteraceae	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	7	G	Usitatibacter	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Usitatibacteraceae;Usitatibacter	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Usitatibacter palustris	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Usitatibacteraceae;Usitatibacter;Usitatibacter palustris	2732487	Resolved	assignment
Helga-16SrRNA-NCBI	6	F	Gallionellaceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	7	G	Sideroxyarcus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxyarcus	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Sideroxyarcus emersonii	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxyarcus;Sideroxyarcus emersonii	2764705	Resolved	assignment
Helga-16SrRNA-NCBI	5	O	Burkholderiales	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales	80840	Resolved	source_cache
Helga-16SrRNA-NCBI	6	F	Alcaligenaceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae	506	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Orrella	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Orrella	1921582	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Orrella dioscoreae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Orrella;Orrella dioscoreae	1851544	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Sheuella	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sheuella	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Sheuella amnicola	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sheuella;Sheuella amnicola	2707330	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Bordetella	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella	517	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Bordetella bronchiseptica	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella bronchiseptica	518	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Bordetella hinzii	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella hinzii	398518	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Bordetella avium	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella avium	521	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Bordetella trematum	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella trematum	123899	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Bordetella holmesii	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella holmesii	1247649	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Zwartia	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Zwartia	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Zwartia panacis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Zwartia;Zwartia panacis	2683345	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Achromobacter	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	222	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Achromobacter insuavis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter insuavis	1287735	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Achromobacter animicus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter animicus	1389935	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Achromobacter denitrificans	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter denitrificans	32002	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Kerstersia	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Kerstersia	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Kerstersia gyiorum	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Kerstersia;Kerstersia gyiorum	206506	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Verticiella	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Verticiella	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Verticiella sediminum	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Verticiella;Verticiella sediminum	1247510	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Parapusillimonas	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parapusillimonas	1403714	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Parapusillimonas granuli	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parapusillimonas;Parapusillimonas granuli	380911	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Pigmentiphaga	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Pigmentiphaga soli	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga;Pigmentiphaga soli	1007095	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Pollutimonas	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pollutimonas	2987599	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Pollutimonas bauzanensis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pollutimonas;Pollutimonas bauzanensis	658167	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Saccharedens	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Saccharedens	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Saccharedens versatilis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Saccharedens;Saccharedens versatilis	1680761	Resolved	assignment
Helga-16SrRNA-NCBI	6	F	Comamonadaceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae	80864	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Hydrogenophaga	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga	47420	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Hydrogenophaga bisanensis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga bisanensis	439611	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Hydrogenophaga flava	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga flava	65657	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Hydrogenophaga atypica	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga atypica	249409	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Hydrogenophaga luteola	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga luteola	1591122	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Hydrogenophaga laconesensis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga laconesensis	1805971	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Hydrogenophaga pseudoflava	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga pseudoflava	47421	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Hydrogenophaga taeniospiralis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga taeniospiralis	65656	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Delftia	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	80865	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Delftia lacustris	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia lacustris	558537	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Delftia tsuruhatensis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia tsuruhatensis	180282	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Acidovorax	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	12916	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Acidovorax soli	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax soli	592050	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Acidovorax delafieldii	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax delafieldii	47920	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Acidovorax radicis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax radicis	758826	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Simplicispira	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira	352450	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Simplicispira lacusdiani	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira;Simplicispira lacusdiani	2213010	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Paracidovorax	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paracidovorax	3051137	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Paracidovorax cattleyae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paracidovorax;Paracidovorax cattleyae	80868	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Paracidovorax wautersii	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paracidovorax;Paracidovorax wautersii	1177982	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Ramlibacter	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Ramlibacter ginsenosidimutans	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Ramlibacter ginsenosidimutans	502333	Resolved	assignment
Helga-16SrRNA-NCBI	8	S	Ramlibacter tataouinensis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Ramlibacter tataouinensis	365046	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Rhodoferax	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax	28065	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Rhodoferax aquaticus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax aquaticus	2527691	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Rhodoferax ferrireducens	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax ferrireducens	192843	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Caenimonas	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas	0	Unresolved	unresolved
Helga-16SrRNA-NCBI	8	S	Caenimonas soli	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;Caenimonas soli	2735555	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Curvibacter	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter	281915	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Curvibacter lanceolatus	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;Curvibacter lanceolatus	86182	Resolved	assignment
Helga-16SrRNA-NCBI	7	G	Ottowia	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	219181	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Ottowia pentelensis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;Ottowia pentelensis	511108	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Pseudacidovorax	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudacidovorax	433923	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Pseudacidovorax intermedius	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudacidovorax;Pseudacidovorax intermedius	433924	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Serpentinimonas	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Serpentinimonas	2490452	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Serpentinimonas raichei	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Serpentinimonas;Serpentinimonas raichei	1458425	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Tibeticola	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Tibeticola	1940136	Resolved	source_cache
Helga-16SrRNA-NCBI	8	S	Tibeticola sediminis	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Tibeticola;Tibeticola sediminis	1917811	Resolved	source_cache
Helga-16SrRNA-NCBI	6	F	Oxalobacteraceae	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	75682	Resolved	source_cache
Helga-16SrRNA-NCBI	7	G	Lacisediminimonas	Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Lacisediminimonas	0	Unresolved	unresolved
